id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
34,3,1502.7705462983554,1,1,177,11.267960798022644,2.8700564971751414,0.4745762711864407,-0.1526210528653611,0.7796610169491526,0.14689265536723164,0.07344632768361582
34,4,1556.6478758558635,1,1,178,11.408562133979654,2.848314606741573,0.48314606741573035,-0.12883875217783347,0.7696629213483146,0.16853932584269662,0.06179775280898876
35,1,907.0227283325002,1,0,267,10.884030421895025,3.108614232209738,0.5617977528089888,0.11723769389599528,0.7078651685393258,0.19850187265917604,0.09363295880149813
35,2,1235.0406637140686,1,0,278,10.823140077542426,3.0575539568345325,0.5575539568345323,0.14389045457327718,0.7086330935251799,0.19784172661870503,0.09352517985611511
35,3,1013.9357564290087,1,1,272,10.680653384104753,3.0845588235294117,0.5551470588235294,0.08207862992099346,0.7022058823529411,0.20220588235294118,0.09558823529411764
35,4,1051.0873697981467,1,1,283,10.684499857977375,3.0141342756183747,0.5477031802120141,0.11405831515680731,0.7137809187279152,0.1978798586572438,0.08833922261484099
36,1,860.6647481291783,1,0,393,11.497656574573279,3.035623409669211,0.5292620865139949,-0.09697687376545801,0.7938931297709924,0.13486005089058525,0.07124681933842239
36,2,858.0614126140459,1,0,391,11.524493291257457,3.0562659846547313,0.5115089514066496,-0.08948047207498902,0.8158567774936062,0.11508951406649616,0.06905370843989769
36,3,1233.0312903793977,1,1,373,11.647361879852902,3.03485254691689,0.5120643431635389,-0.06402271518860145,0.806970509383378,0.11796246648793565,0.07506702412868632
36,4,1394.7201428647022,1,1,376,11.509184139430142,3.0106382978723403,0.526595744680851,-0.02595089556440366,0.7978723404255319,0.1196808510638298,0.08244680851063829
37,1,657.2528266805153,0,0,141,11.250286403997562,3.021276595744681,0.49645390070921985,-0.28561973811783586,0.6950354609929078,0.2553191489361702,0.04964539007092199
37,2,841.9704206039161,0,0,149,11.106553402790642,3.033557046979866,0.49664429530201343,-0.24476598363889182,0.7046979865771812,0.24832214765100671,0.04697986577181208
37,3,908.861186836074,0,1,142,11.112082629129333,3.035211267605634,0.4788732394366197,-0.19368374786116133,0.6971830985915493,0.2535211267605634,0.04929577464788732
37,4,1041.7027985733835,0,1,160,11.253325989462553,3.025,0.46875,-0.228992872177514,0.68125,0.2625,0.05625
38,1,896.6198709728009,1,0,982,11.232002153268418,2.9175152749490834,0.5804480651731161,0.1854434815492851,0.8014256619144603,0.10081466395112017,0.09775967413441955
38,2,1038.3392664580538,1,0,977,11.214695273856623,2.916069600818833,0.5690890481064483,0.16009979530923546,0.797338792221085,0.10542476970317298,0.09723643807574207
38,3,1194.6399271295395,1,1,1021,11.266547362799779,2.9373163565132225,0.5582761998041136,0.1444679675414387,0.8031341821743389,0.10479921645445642,0.0920666013712047
38,4,1326.4175094653535,1,1,1050,11.36948286779032,2.9266666666666667,0.5428571428571428,0.08896226656039542,0.7942857142857143,0.10857142857142857,0.09714285714285714
39,1,864.0127672534642,1,0,3724,11.796891647693373,2.997314715359828,0.5096670247046187,-0.21042506196766025,0.7926960257787325,0.11305048335123523,0.09425349087003222
39,2,985.1039009176329,1,0,3503,11.786043656277709,2.995147016842706,0.5118469882957465,-0.19623468610533054,0.795318298601199,0.11104767342278048,0.09363402797602055
39,3,1130.9948050256698,1,1,3341,11.78550003973566,3.009877282250823,0.510924872792577,-0.18811056494077005,0.7967674348997306,0.1107452858425621,0.09248727925770728
39,4,1174.022105623328,1,1,3191,11.76193418452171,2.9946725164525225,0.5117518019429645,-0.1847817542924696,0.7972422438107176,0.11031024757129426,0.09244750861798809
40,1,944.7281056380721,0,0,444,11.349513881750878,3.231981981981982,0.5247747747747747,-0.0179799055549529,0.6734234234234234,0.24774774774774774,0.07882882882882883
40,2,1084.232117967677,0,0,415,11.370813933057478,3.1927710843373496,0.5228915662650603,-0.009118774858419935,0.672289156626506,0.2457831325301205,0.0819277108433735
40,3,1398.4724635936982,0,1,400,11.51411588136204,3.18,0.53,-0.004834339414003452,0.6725,0.2425,0.085
40,4,1570.247560565389,0,1,396,11.610145778921368,3.1893939393939394,0.5353535353535354,0.059532154781886074,0.6767676767676768,0.23484848484848486,0.08838383838383838
41,1,884.1999161335083,0,0,1370,11.459438952314205,2.973722627737226,0.53065693430656935,0.09648871073981712,0.5941605839416059,0.318978102189781,0.08686131386861314
41,2,1054.4990643710667,0,0,1369,11.475114411122359,2.935719503287071,0.5273922571219869,0.06204113565942757,0.5902118334550767,0.32140248356464574,0.08838568298027757
41,3,1239.6312488901258,0,1,1491,11.324901085800938,2.938296445338699,0.5486250838363514,0.14202290124626965,0.5828303152246814,0.3272971160295104,0.08987256874580818
41,4,1308.7723143293294,0,1,1451,11.29558813082164,2.929014472777395,0.5444521019986216,0.1396882042416468,0.5837353549276361,0.32598208132322537,0.09028256374913853
42,1,913.5354814895534,1,0,324,10.914809486629595,3.0401234567901234,0.5833333333333334,0.15652021475046823,0.595679012345679,0.17592592592592593,0.22839506172839505
42,2,897.8440382630366,1,0,319,10.976428436002843,3.084639498432602,0.5893416927899686,0.16886309391402274,0.6018808777429467,0.1724137931034483,0.22570532915360503
42,3,1202.0652722598577,1,1,304,10.921026190308208,3.036184210526316,0.5723684210526315,0.17238042995516129,0.5921052631578947,0.18092105263157895,0.22697368421052633
42,4,1394.9634323212297,1,1,313,10.973735269223551,3.047923322683706,0.5686900958466453,0.14567546660912753,0.6230031948881789,0.16613418530351437,0.2108626198083067
43,1,1036.9769826504648,0,0,631,11.577183930570392,2.919175911251981,0.5784469096671949,0.25904791977809916,0.6259904912836767,0.24405705229793978,0.12995245641838352
43,2,1172.7894006458243,0,0,611,11.592889618194846,2.9034369885433717,0.5646481178396072,0.21341356607518217,0.6252045826513911,0.24058919803600654,0.1342062193126023
43,3,1182.486982917482,0,1,604,11.659212652514988,2.8741721854304636,0.5596026490066225,0.16978125877394626,0.6374172185430463,0.23841059602649006,0.12417218543046357
43,4,1203.304207459225,0,1,590,11.743265269798986,2.8847457627118644,0.5576271186440678,0.14651508493245935,0.6322033898305085,0.25084745762711863,0.11694915254237288
44,1,968.0078704910038,1,0,306,11.572461269147174,2.934640522875817,0.5196078431372549,-0.07840783209750392,0.6372549019607843,0.2875816993464052,0.07516339869281045
44,2,1130.470138514252,1,0,299,11.571990593303402,2.9698996655518393,0.5284280936454849,-0.06643058386721633,0.6254180602006689,0.2976588628762542,0.07692307692307693
